Exercise Name,Equipment,Mechanics,Preparation,Execution,Main_muscle,Difficulty (1-5),Secondary Muscles
Chest Dip,Assisted,Compound,"Mountwide dip barwith oblique grip (bar diagonal under palm), arms straight with shoulders above hands. Step down onto assistance lever with hips and knees bent.","Lower body by bending arms, allowing elbows to flare out to sides. When slight stretch is felt in chest or shoulders, push body up until arms are straight. Repeat.",Chest,3,"Triceps Brachii, Anterior Deltoid"
Chest Dip:  kneeling,Assisted,Compound,"Mountwide dip barwith oblique grip (bar diagonal under palm), arms straight with shoulders above hands. Kneel on padded platform, lowering it down slightly so hips are slightly bent.","Lower body by bending arms, allowing elbows to flare out to sides. When slight stretch is felt in chest or shoulders push body up until arms are straight. Repeat.",Chest,2,"Triceps Brachii, Anterior Deltoid"
Bench Press,Barbell,Compound,Lie supine on bench. Dismount barbell from rack over upper chest using wide oblique overhand grip.,Lower weight to chest. Press bar upward until arms are extended. Repeat.,Chest,3,"Triceps Brachii, Anterior Deltoid"
Bench Press:  Power Lift,Barbell,Compound,"Lie supine on bench. Grasp bar with overhand and slightly wider than shoulder width grip. Arch back, extend hips, and position feet back flat on floor. Dismount barbell from rack over chest.",Lower weight to lower chest. Press bar upward until arms are extended. Repeat.,Chest,4,"Triceps Brachii, Anterior Deltoid"
Decline Bench Press,Barbell,Compound,Lie supine on decline bench with feet under leg brace. Dismount barbell from rack over chest using wide oblique overhand grip.,Lower weight to chest. Press bar until arms are extended. Repeat.,Chest,3,"Triceps Brachii, Anterior Deltoid"
Flies,Cable,Isolated,"Grasp two opposing low pulley stirrup attachments. Lie supine on bench, in middle and perpendicular to both pulleys. Slightly bend elbows and internally rotate shoulders so elbows are back.",Bring cable attachments together in hugging motion with elbows in fixed position and shoulders internally rotated so elbows are to sides. Return to starting position until slight stretch. Repeat.,Chest,2,Anterior Deltoid
Flies:  Lying Fly,Cable,Isolated,"Grasp two opposing low pulley stirrup attachments. Lie supine on bench, in middle and perpendicular to both pulleys. Slightly bend elbows and internally rotate shoulders so elbows are back.",Bring cable attachments together in hugging motion with elbows in fixed position and shoulders internally rotated so elbows are to sides. Return to starting position until slight stretch. Repeat.,Chest,2,Anterior Deltoid
Flies:  Seated Fly,Cable,Isolated,Sit on seat and grasp stirrups to each side. Slightly bend elbows and internally rotate shoulders so elbows are back.,"Keeping elbows pointed high, bring cable attachments together in hugging motion with elbows in fixed position. Return to starting position until slight stretch. Repeat.",Chest,2,Anterior Deltoid
Flies:  Standing Fly,Cable,Isolated,Grasp two opposing high pulley dumbbell attachments. Stand with pulleys to each side. Bend over slightly by flexing hips and knees. Bend elbows slightly and internally rotate shoulders so elbows are back initially.,Bring cable attachments together in hugging motion with elbows in fixed position. Keep shoulders internally rotated so elbows are pointed upward at top and out to sides at bottom. Return to starting position until chest muscles are stretched. Repeat.,Chest,2,Anterior Deltoid
Presses,Cable,Compound,Lie on bench and grasp stirrups attached to low cable pulley on each side. Position stirrups out to each side of chest with bent arm under each wrist.,"Push stirrups up over each shoulder until arms are straight and parallel to one another. Return stirrups to original position, until slight stretch is felt in shoulders or chest. Repeat.",Chest,3,"Triceps Brachii, Anterior Deltoid"
Presses:  Bench Press,Cable,Compound,Lie on bench and grasp stirrups attached to low cable pulley on each side. Position stirrups out to each side of chest with bent arm under each wrist.,"Push stirrups up over each shoulder until arms are straight and parallel to one another. Return stirrups to original position, until slight stretch is felt in shoulders or chest. Repeat.",Chest,3,"Triceps Brachii, Anterior Deltoid"
"Presses:  Chest Press

Standing",Cable,Compound,"Sit on seat and grasp stirrups to each side. Position elbows out to sides, slightly lower than shoulder height. Position hands slightly narrower than elbow width in front of upper arms.","Push stirrups out straight until arms are straight and parallel to one another. Return stirrups to original position, until slight stretch is felt in shoulders or chest. Repeat.",Chest,3,"Triceps Brachii, Anterior Deltoid"
Presses:  Decline Chest Press,Cable,Compound,"Sit on seat and grasp stirrups to each side. Position elbows out to sides, slightly lower than shoulder height. Position hands slightly narrower than elbow width in front of upper arms.","Push stirrups forward and slightly downward until arms are straight and parallel to one another. Return stirrups to original position, until slight stretch is felt in shoulders or chest. Repeat.",Chest,3,"Triceps Brachii, Anterior Deltoid"
Bench Press,Dumbbell,Compound,Sit down on bench with dumbbells resting on lower thigh. Kick weights to shoulder and lie back. Position dumbbells to sides of chest with bent arm under each dumbbell.,Press dumbbells up with elbows to sides until arms are extended. Lower weight to sides of chest until slight stretch is felt in chest or shoulder. Repeat.,Chest,3,"Triceps Brachii, Anterior Deltoid"
Decline Bench Press,Dumbbell,Compound,Sit down on decline bench with feet under leg brace and dumbbells resting on thigh. Lie back with dumbbells. Position dumbbells to sides of chest with bent arm under each dumbbell.,Press dumbbells up with elbows to sides until arms are extended. Lower weight to sides of chest until slight stretch is felt in chest or shoulder. Repeat.,Chest,3,"Triceps Brachii, Anterior Deltoid"
Fly,Dumbbell,Isolated,Grasp two dumbbells. Lie supine on bench. Support dumbbells above chest with arms fixed in slightly bent position. Internally rotate shoulders so elbows point out to sides.,Lower dumbbells to sides until chest muscles are stretched with elbows fixed in slightly bent position. Bring dumbbells together in wide hugging motion until dumbbells are nearly together. Repeat.,Chest,2,Anterior Deltoid
Pullover,Dumbbell,Isolated,Lie on upper back perpendicular to bench. Flex hips slightly. Grasp one dumbbell from behind or from side with both hands under inner plate of dumbbell. Position dumbbell over chest with elbows slightly bent.,"Keeping elbows slightly bent throughout movement, lower dumbbell over and beyond head until upper arms are in-line with torso. Pull dumbbell up and over chest. Repeat.",Chest,2,"Latissimus Dorsi, Pectoralis Major Sternal, Pectoralis Major Clavicular"
Bench Press,Lever (plate loaded),Compound,Lie supine on bench with chest under lever bar. Grasp lever bar with wide oblique overhand grip.,"Keeping elbows slightly bent throughout movement, lower dumbbell over and beyond head until upper arms are in-line with torso. Pull dumbbell up and over chest. Repeat.",Chest,3,"Triceps Brachii, Anterior Deltoid"
Chest Dip,Lever (plate loaded),Compound,"Sit on seat and grasp handles with oblique grip. If possible, place handles inwide position. Lean forward slightly.",Push lever down with elbows away from body. Return until chest is slightly stretched. Repeat.,Chest,3,"Triceps Brachii, Anterior Deltoid"
Chest Press,Lever (plate loaded),Compound,Sit on seat with chest approximately height of handles. Grasp handles with wide overhand grip; elbows out to sides just below shoulders.,Press levers until arms are extended. Return weight until chest muscles are slightly stretched. Repeat.,Chest,3,"Triceps Brachii, Anterior Deltoid"
Decline Chest Press,Lever (plate loaded),Compound,Sit on seat with lever grips lower chest height. Grasp grips with wide overhand grip; elbows out to sides just below shoulders.,Press lever until arms are extended. Return weight until chest muscles are slightly stretched. Repeat.,Chest,3,"Triceps Brachii, Anterior Deltoid"
Chest Dip,Lever (selectorized),Compound,"If possible, place handles inwide position. Sit on seat and grasp handles with oblique grip. Lean forward slightly and allow elbows to flare out.",Push lever down by straightening arms. Return lever up with elbows flaring out until chest is slightly stretched. Repeat.,Chest,3,"Triceps Brachii, Anterior Deltoid"
Flies,Lever (selectorized),Isolated,Lie supine on bench. Position both arms under padded levers. Slightly bend elbows and internally rotate shoulders so elbows are back.,Bring padded levers upward and together in hugging motion. Return to starting position until chest muscles are stretched. Repeat.,Chest,2,Anterior Deltoid
Flies:  Lying Fly,Lever (selectorized),Isolated,Lie supine on bench. Position both arms under padded levers. Slightly bend elbows and internally rotate shoulders so elbows are back.,Bring padded levers upward and together in hugging motion. Return to starting position until chest muscles are stretched. Repeat.,Chest,2,Anterior Deltoid
Flies:  Pec Deck Fly,Lever (selectorized),Isolated,"Sit on machine with back on pad. If available, push foot lever until padded lever moves forward. Place forearms on padded lever. Position upper arms approximately parallel. Release foot lever.",Push levers together. Return until chest muscles are stretched. Repeat.,Chest,2,Anterior Deltoid
Flies:  Seated Fly,Lever (selectorized),Isolated,"Sit on machine with back on pad. Grasp handles to both sides, shoulder height. Slightly bend elbows and internally rotate shoulders so elbows are back.","Keeping elbows pointed high, push lever handles forward and together. Return to back toward original position until mild stretch is felt in chest or shoulder. Repeat.",Chest,2,Anterior Deltoid
Presses,Lever (selectorized),Compound,Lie supine on bench with chest under lever bar. Grasp lever bar with wide oblique overhand grip.,Press bar until arms are extended. Lower weight to upp   er chest. Repeat.,Chest,3,"Triceps Brachii, Anterior Deltoid"
Presses:  Bench Press,Lever (selectorized),Compound,Lie supine on bench with chest under lever bar. Grasp lever bar with wide oblique overhand grip.,Press bar until arms are extended. Lower weight to upp   er chest. Repeat.,Chest,3,"Triceps Brachii, Anterior Deltoid"
